asset_clas,location_d,asset_cd,maintained,steward,maint_info,life_cycle,mgmt_num,asset_type,material,priority,who_remove,seg_label,comments,trans_cana,greenway,operationa,Shape_Length
DEV AGR 2010-088 PARKS,,CRA009,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,52.323991833858997
,,ERI837,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,36.643236278430884
,,HID241,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,11.247157687256477
FIND DOCUMENTATION FOR ASSETS ON PROVINCIAL LANDS,,SOV770,CALGARY PARKS,PROVINCE OF ALBERTA,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,119.575839172307553
,,MAH455,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,84.694059068690422
,,ERI837,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,10.210993968113591
,,WSP021,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,10.347270496111701
PARKS FOUNDATION SE CALGARY PH2A GREENWAY,,ESH004,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,YES,OPEN,133.594614011103829
,,BRI402,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,68.900155737486372
,,TAR124,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,103.967638885112450
,,TAR124,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,13.723664994456875
,,TAR124,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,20.991788939146357
,,BOW197,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,45.530630422761568
,,MLR629,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,34.029910621976477
MAINTENANCE ACCESS ROAD,,BLM001,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,108.950440161174896
,,DIS103,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,96.360202377087262
,,CRA047,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,80.540214007476706
,,GLA652,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,20.644570036086137
,,CRA047,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,80.540264681504738
,,DIS103,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,95.975648399961301
,,CHR813,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,116.985032060702551
,,PAN075,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,82.895348121734315
,,PAN075,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,82.563355325480487
,,CNS678,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,46.951672717719745
,,CRM003,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,37.451529129629833
,,CRM003,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,15.255673135829054
,,ABP800,CALGARY PARKS,CALGARY PARKS,SEE REPOSITORY FOR CCC R:\Pathways\CAPITAL_PROJECT_CCC_FAC,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,YES,NO,OPEN,78.161521174334467
,,ABP800,CALGARY PARKS,CALGARY PARKS,SEE REPOSITORY FOR CCC R:\Pathways\CAPITAL_PROJECT_CCC_FAC,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,YES,NO,OPEN,78.161558224531603
,,ABP800,CALGARY PARKS,CALGARY PARKS,SEE REPOSITORY FOR CCC R:\Pathways\CAPITAL_PROJECT_CCC_FAC,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,YES,NO,OPEN,77.849539879617083
,,CNS005,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,70.698567569170081
,,CIT358,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,100.920143240758335
,,CIT358,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,100.517282633740820
AGREEMENT COMMENCEMENT DATE USED FOR INSTAL AND ACTIVE DATE,,SFH899,CALGARY PARKS,PROVINCE OF ALBERTA,WID PATHWAY - AGREEMENT EXPIRES 2042 MAY 31; SEE RESPOSITORY FOR MORE INFO: AGREEMENTS\PROVINCIAL_CITY_MAINTENANCE\WID CANAL AGREEMENT\WID_CANAL_MAINTENANCE_EXPIRES_2042May31.pdf,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,101.852012638497186
,,CAR678,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,83.767167305783161
,,CAR678,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,83.432741397153407
,,CNS005,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,83.480620864775133
,,DOV030,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,89.963881330590738
,,BRD495,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,113.903043666601690
MAINTENANCE ACCESS ROAD,,BLM001,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,76.442122177995074
,,PAT983,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,27.854913215251695
CAPITAL PROJECT 2007,,CAN341,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,89.776886302638104
,,SPH042,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,45.002281888699365
,,DIS103,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,94.282451965595484
DEV AGR 2010-094 PARKS,,WAL043,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,17.362047323087907
,,HID241,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,90.241494444772343
,,HID241,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,89.881312457661991
,,HID241,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,89.081640100694173
,,HID241,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,88.726002746065475
,,HID798,CALGARY PARKS,CALGARY PARKS,9/5/2019: 50MM CAPITAL ASPHALT OVERLAY,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,141.067173961801160
,,HID798,CALGARY PARKS,CALGARY PARKS,9/5/2019: 50MM CAPITAL ASPHALT OVERLAY,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,140.504042418099402
TI PROJECT,,MID213,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,39.909061127849832
TI PROJECT,,SHN213,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,28.933064473733658
TI PROJECT,,MID213,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,85.738534860167505
TI PROJECT,,SHN213,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,36.570025978526864
TI PROJECT,,SDC213,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,42.423579398092642
TI PROJECT,,SHN678,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,97.069784323782770
TI PROJECT,,SHN213,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,12.656770814878282
TI PROJECT,,MID213,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,96.384063733239998
,,PAT924,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,116.689650367022480
PARKS FOUNDATION EAST CALGARY GREENWAY PROJECT,,MOR001,CALGARY PARKS,CALGARY PARKS,CCC/FACD WITH PH 2,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,28.347383939193719
,,CAN343,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,137.792691422268888
,,SCE392,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,49.242481465638669
,,HPK009,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,26.915223578783355
,,AUB005,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,YES,OPEN,105.795664952038976
,,CRA100,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,84.578068353003218
,,SVO869,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,131.839971174577158
,,SCE392,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,35.691944853855759
,,SCE411,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,60.140577594808960
,,SVO869,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,132.368413221688286
,,SCE437,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,6.559510286707653
,,SVO869,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,131.839999059311509
,,SVO869,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,131.313755079519979
DUANE TO CONFIRM TYPE; OUTLINE PLAN SAYS REGIONAL BUT BUILT AS TRAIL,,ROC403,CALGARY PARKS,CALGARY PARKS,8/31/2020: PATHWAY OVERLAY MAINTENENCE PERFORMED BY PARKS CAPITAL,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,129.233882848844758
,,GLA652,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,68.527565337104321
,,CRA047,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,80.218689639246492
,,CRA030,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,YES,OPEN,83.499484426196673
,,NEB880,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,22.596702995452357
,,ROY307,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,3.749952972556533
,,COR353,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,7.370035244863969
,,CPF864,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,8.319457748206711
DISCOVERED ASSET,,CPF852,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,10.807309576787461
,,CPF864,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,4.658457864191176
,,CPF864,CALGARY PARKS SHARED,CALGARY PARKS SHARED,MAINTENANCE SHARED WITH LEASEHOLDER,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,14.221150868571176
,,EVN023,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,14.147477567253407
,,EVN023,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,19.543920474221416
,,EVN023,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,18.127781852075788
DEV AGR 2010-094 PARKS,,WAL043,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,66.088398030204559
,,SVO001,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,35.907098078606474
2019/09/11: IGNORE ERROR; PATHWAY CCC/FACd SEPARATELY,,MAH678,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,61.978154555822542
,,SIG687,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,115.806476688498790
,,SIG687,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,13.125354268925069
,,WES099,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,29.093969215474718
NO DAS AVAILABLE AT FAC. DEV AGR 2010-061 PARKS.,,AUB012,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,105.651444125457957
NO DAS AVAILABLE AT FAC. DEV AGR 2010-061 PARKS.,,AUB012,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,105.229747306174730
,,CHA844,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,82.773458558210919
,,DDG818,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,91.182164552338605
IGNORE ERROR; ASSET PROCESSED SEPARATE FROM PARENT,,WAL200,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,113.787963209337249
,,WAL200,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,110.105727515267048
PARKS FOUNDATION / GREENWAY PROJECT,,SIG999,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,YES,OPEN,50.619631566243854
,,WOO439,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,81.134348511702584
,,EVE922,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,116.706279033277141
,,DDG596,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,34.673190079211075
,,DDG596,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,39.241701325592473
,,EVE922,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,117.174024531538961
,,SPH021,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,78.599821020936119
,,CAN343,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,137.242568850800893
,,RIC700,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,84.955224935610545
,,CHR813,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,116.518111265842506
,,SPH021,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,110.774055973325289
,,RIC700,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,84.616085647034183
,,KCA835,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,50.481131282494999
PARKS FOUNDATION SE CALGARY PH2A GREENWAY,,12B001,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,111.459208032267796
PARKS FOUNDATION SE CALGARY PH2A GREENWAY,,12B001,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,111.014326588481651
PARKS FOUNDATION SE CALGARY PH2A GREENWAY,,12B001,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,111.459183761917600
,,CHA835,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,100.522593965659865
,,CHA835,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,100.129707016132400
,,WSP678,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,69.742760116774036
,,WSP678,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,45.424800757508351
,,PAT822,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,INTERLOCKING BRICK,,,,,NO,NO,OPEN,19.308476140190542
CAPITAL PROJECT - DOVER REGIONAL PARK,,DOV030,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,75.230067283422301
,,GPK120,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,YES,OPEN,103.352963448264831
,,GPK120,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,YES,OPEN,102.940292140705083
,,MAH440,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,14.276491520474980
,,CPF864,CALGARY PARKS SHARED,CALGARY PARKS SHARED,MAINTENANCE SHARED WITH LEASEHOLDER,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,3.805116497807387
,,LPK548,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,CONCRETE,,,,,NO,YES,OPEN,96.671961679675320
,,LPK548,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,CONCRETE,,,,,NO,YES,OPEN,75.675113294091091
,,PAN049,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,75.220551077554475
,,PAN049,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,74.920261186353102
,,PAN958,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,40.731423373801491
,,SOM676,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,35.708105192136522
,,COV106,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,57.283908591498538
,,PKL535,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,5.845299181500676
DISCOVERED ASSET,,PKL535,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,5.066461870536860
,,DIS112,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,77.762635291668445
,,COV089,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,19.609334640264557
,,BRI702,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,81.362346379547958
,,EVE954,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,108.230909749409605
,,MAH440,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,12.988942695257926
IGNORE ERROR: ASSET STATUS INDEPENDENT FROM PARENT,,SIG750,CALGARY PARKS,CALGARY PARKS,TI PROJECT; DOCUMENTS FOUND HERE - R:\Subdivision_Development\TI PROJECTS,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,9.886107039695753
,,MAH440,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,14.412537396510022
,,RAM023,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,62.015065815458463
,,PAN678,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,32.129603489419964
,,MOR390,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,33.188327028673498
,,TUS502,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,31.410898609906070
,,ARB352,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,134.017859132982608
,,HID518,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,61.259305201769514
,,TUS502,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,24.803243593928272
,,SIG746,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,14.830061212306124
AGREEMENT COMMENCEMENT DATE USED FOR INSTAL AND ACTIVE DATE,,SFH899,CALGARY PARKS,PROVINCE OF ALBERTA,WID PATHWAY - AGREEMENT EXPIRES 2042 MAY 31; SEE RESPOSITORY FOR MORE INFO: AGREEMENTS\PROVINCIAL_CITY_MAINTENANCE\WID CANAL AGREEMENT\WID_CANAL_MAINTENANCE_EXPIRES_2042May31.pdf,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,102.670158675276511
AGREEMENT COMMENCEMENT DATE USED FOR INSTAL AND ACTIVE DATE,,SFH899,CALGARY PARKS,PROVINCE OF ALBERTA,WID PATHWAY - AGREEMENT EXPIRES 2042 MAY 31; SEE RESPOSITORY FOR MORE INFO: AGREEMENTS\PROVINCIAL_CITY_MAINTENANCE\WID CANAL AGREEMENT\WID_CANAL_MAINTENANCE_EXPIRES_2042May31.pdf,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,101.445410857559466
AGREEMENT COMMENCEMENT DATE USED FOR INSTAL AND ACTIVE DATE,,SFH899,CALGARY PARKS,PROVINCE OF ALBERTA,WID PATHWAY - AGREEMENT EXPIRES 2042 MAY 31; SEE RESPOSITORY FOR MORE INFO: AGREEMENTS\PROVINCIAL_CITY_MAINTENANCE\WID CANAL AGREEMENT\WID_CANAL_MAINTENANCE_EXPIRES_2042May31.pdf,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,103.081582903374084
,,CHA835,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,100.126057429743909
,,REN787,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,141.052922622487671
